Number of elements: 2224 
Elements name, Alias, Datatype, Variable group name, Initial value, type of element, comment 
DEVICE1.FBU_SFC_LD.FBU_LD.XNK4B,’Õ 4¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK4A,”Õ 4A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK3A,’Õ 3¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X019_38,’019_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X019_16,’019_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X019_1,’019_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_15,’018_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YMTKSEP,”Ã“ —›œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_3,’017_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_35,’016_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_24,’016_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_4,’016_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_23,’015_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_12,’015_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_22,’014_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_6,’014_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_31,’012_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_20,’012_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_8,’012_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_30,’011_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_9,’011_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_38,’008_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_27,’008_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_16,’008_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY4A,’3 ”4A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY40,’3 ”40,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK89,X– 89,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY51,’3 ”51,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK56,X– 56,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK78,X– 78,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY26, ”¡”26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY37, ”¡”37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK67,X– 67,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB2,X– B2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKBC,X– BC,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H1209,H1209,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPOZ1,ZœŒ«1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPZV3,Zœ«¬3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY30,’2 ”30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY7V,’2 ”7¬,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVKLDK4,Z¬ Àƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPNDK3,ZœÕƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY5C,’2 ”5C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY4B,’2 ”4B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY63,’2 ”63,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY41,’2 ”41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDND2,ZƒÕƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY74,’2 ”74,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVD5,Z¬ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY3A,’2 ”3A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY7E,’2 ”7E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPK1BXP1,Zœ 1¡’œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPTM1,”œ“Ã1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP2_1,”œœœ2_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY20,’1 ”20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.F3P1_2,F3œ1_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.F2P1_3,F2œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZMTKSEP,ZÃ“ —›œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XOTKLT,’Œ“ À“,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SSTT18,S—““18,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK45,X– 45,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKA1,X– A1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY6F,,BOOL,,,1,0,""
2:T_OPDO,,,,,1,8,""
DEVICE1.FBU_SFC_LD.FBU_LD.__TESTF,__TESTF,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__STVGK1,__STVGK1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H625D,H625D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6242,H6242,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6253,H6253,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPDK3,__VPDK3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H624C,H624C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKAC,’– AC,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__HTTREV,__HTTREV,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6231,H6231,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ZRASO,_Z–¿—Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ASONV,_¿—ŒÕ¬,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_33,’057_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_22,’057_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_8,’057_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_32,’056_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOS2P,”œŒ—2œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_10,’056_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_9,’056_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YDND4,”ƒÕƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVD5,”¬ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_36,’049_36,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_25,’049_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_14,’049_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_5,’049_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D2,’–ƒ1ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D1,’–ƒ2ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_24,’048_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_6,’048_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_34,’047_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_12,’047_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_7,’047_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_23,’047_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYDK2,” ”ƒ 2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_8,’046_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_33,’046_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_22,’046_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGD4,”Õ√ƒ4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_10,’045_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_9,’045_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_31,’044_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X036_7,’036_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_32,’034_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_10,’034_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_9,’034_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YISXREK,Y»—’–› ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_37,’028_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPTM2,”œ“Ã2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_26,’028_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP2_2,”œœœ2_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_15,’028_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_4,’028_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X025_7,’025_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_33,’024_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XZWRY1,’«ÿ–”1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_22,’024_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_11,’024_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_8,’024_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_31,’022_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YASONTM,”¿—ŒÕ“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK4B,”Õ 4¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK3B,’Õ 3¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK3A,”Õ 3¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK2A,’Õ 2¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_38,’018_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_27,’018_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_16,’018_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_3,’018_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_26,’017_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_4,’017_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKOBI,” Œ¡»,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_25,’016_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPVM,”œ¬Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_14,’016_14,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X016_5,’016_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_24,’015_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X015_13,’015_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOTKLRTM,”Œ“ À–“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOBWKY,”Œ¡Ÿ ”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_34,’014_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X014_23,’014_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_32,’012_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_10,’012_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X012_9,’012_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_31,’011_31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X011_20,’011_20,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_39,’008_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_28,’008_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_17,’008_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X008_2,’008_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY4B,’3 ”4B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY41,’3 ”41,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY3A,’3 ”3A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY30,’3 ”30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H3250,H3250,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X3KY52,’3 ”52,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK57,X– 57,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK79,X– 79,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.KYBY49, ”¡”49,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRK68,X– 68,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKBD,X– BD,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H226A,H226A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H2260,H2260,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKB3,X– B3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDNS1,ZƒÕ—1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPOZ2,ZœŒ«2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY31,’2 ”31,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY5D,’2 ”5D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPNDK4,ZœÕƒ 4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY4C,’2 ”4C,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY64,’2 ”64,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY42,’2 ”42,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZDND3,ZƒÕƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY75,’2 ”75,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZVD6,Z¬ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY3B,’2 ”3B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X2KY7F,’2 ”7F,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPK1BXP2,Zœ 1¡’œ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZPK2BXP1,Zœ 2¡’œ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP3_1,”œœœ3_1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY10,’1 ”10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.F3P1_3,F3œ1_3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY1A,’1 ”1A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X1KY21,’1 ”21,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZROBIVK,Z–Œ¡»¬ ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRBLKO,’–¡À Œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.SSTT1,S—““1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_SFC.SDPNK13,,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD._GLOBAL.X2KY1B,’2 ”1B,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__STVGK2,__STVGK2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._ZGK1,_Z√ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__ATRNSO,__ATRNSO,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6232,H6232,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__OREK,__OREK,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H625E,H625E,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6254,H6254,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPDK4,__VPDK4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H624D,H624D,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.__VPD1,__VPD1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.H6243,H6243,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRKAD,’– AD,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ASONV_,¿—ŒÕ¬_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.ZRASO_,Z–¿—Œ_,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD._VKFBY,_¬ ‘¡”,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X067_22,’067_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X066_10,’066_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOYDM1,”Œ”ƒÃ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X064_30,’064_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOISKM,”œŒ»— Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOKYSNA,”Œ ”—Õ¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_34,’057_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_12,’057_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X057_9,’057_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_22,’056_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_11,’056_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPOS1P,”œŒ—1œ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X056_33,’056_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YOPDO,”ŒœƒŒ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YDND5,”ƒÕƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVD6,”¬ƒ6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_37,’049_37,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_26,’049_26,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_15,’049_15,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2DK1,’–ƒ2ƒ 1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X049_6,’049_6,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD1D3,’–ƒ1ƒ3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XRD2D2,’–ƒ2ƒ2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_25,’048_25,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X048_7,’048_7,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_35,’047_35,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_13,’047_13,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_8,’047_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X047_24,’047_24,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYDK3,” ”ƒ 3,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_34,’046_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNGD5,”Õ√ƒ5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X046_23,’046_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_22,’045_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X045_11,’045_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X044_32,’044_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YKYD1,” ”ƒ1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_33,’034_33,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_11,’034_11,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X034_22,’034_22,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YP1PWA1,”œ1œÿ¿1,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_38,’028_38,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_27,’028_27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YPPP3_2,”œœœ3_2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XBOPP,’¡Œœœ,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_16,’028_16,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X028_5,’028_5,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X025_8,’025_8,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_34,’024_34,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XZWRY2,’«ÿ–”2,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_23,’024_23,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_12,’024_12,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X024_9,’024_9,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_32,’022_32,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YRRYBYTM,”––”¡”“Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X022_10,’022_10,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YBIVKM,”¡»¬ Ã,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X020_30,’020_30,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK3B,”Õ 3¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK2B,’Õ 2¡,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YNK2A,”Õ 2¿,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.XNK1A,’Õ 1A,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.YVKISMINYS27,”¬ »—Ã»Õ”—27,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_39,’018_39,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_28,’018_28,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_17,’018_17,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X018_4,’018_4,BOOL,,,1,0,""
DEVICE1.FBU_SFC_LD.FBU_LD.X017_38,’017_38,BOOL,,,1,0,""
