Source variable,Destination variable,Source member,Destination member,Element location
DEVICE1.FBU_LD.PROG1.ZRDNS,DEVICE1.FBU_LD.PROG1.YRDNS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1540:(1,3455),READING FROM,,DEVICE1.FBU_LD.PROG1.YRDNS_TM,,(0:0),4012,0,0,"
DEVICE1.FBU_LD.PROG1.H1209,DEVICE1.FBU_LD.PROG1.X1KY09,,,"<LD>,(DEVICE1,FBU_LD,PROG1):334:(1,792),READING FROM,,DEVICE1.FBU_LD.PROG1.X1KY09,,(0:0),891,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY44,DEVICE1.FBU_LD.PROG1.X2KY7E,,,"<LD>,(DEVICE1,FBU_LD,PROG1):368:(1,880),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY7E,,(0:0),980,0,0,"
DEVICE1.FBU_LD.PROG1.KYBY44,DEVICE1.FBU_LD.PROG1.X2KY7D,,,"<LD>,(DEVICE1,FBU_LD,PROG1):369:(1,882),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY7D,,(0:0),982,0,0,"
DEVICE1.FBU_LD.PROG1.H2230,DEVICE1.FBU_LD.PROG1.X2KY30,,,"<LD>,(DEVICE1,FBU_LD,PROG1):373:(1,890),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY30,,(0:0),990,0,0,"
DEVICE1.FBU_LD.PROG1.H2201,DEVICE1.FBU_LD.PROG1.X2KY01,,,"<LD>,(DEVICE1,FBU_LD,PROG1):397:(1,950),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY01,,(0:0),1056,0,0,"
DEVICE1.FBU_LD.PROG1.XRK9B,DEVICE1.FBU_LD.PROG1.X2KY0A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):399:(1,954),READING FROM,,DEVICE1.FBU_LD.PROG1.X2KY0A,,(0:0),1060,0,0,"
DEVICE1.FBU_LD.PROG1.XRK6C,DEVICE1.FBU_LD.PROG1.X3KY17,,,"<LD>,(DEVICE1,FBU_LD,PROG1):425:(1,1006),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY17,,(0:0),1116,0,0,"
DEVICE1.FBU_LD.PROG1.H3250,DEVICE1.FBU_LD.PROG1.X3KY50,,,"<LD>,(DEVICE1,FBU_LD,PROG1):434:(1,1024),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY50,,(0:0),1134,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY53,DEVICE1.FBU_LD.PROG1.YOYDM4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1531:(1,3437),READING FROM,,DEVICE1.FBU_LD.PROG1.YOYDM4,,(0:0),3992,0,0,"
DEVICE1.FBU_LD.PROG1.H320C,DEVICE1.FBU_LD.PROG1.X3KY0C,,,"<LD>,(DEVICE1,FBU_LD,PROG1):439:(1,1034),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY0C,,(0:0),1144,0,0,"
DEVICE1.FBU_LD.PROG1.H320B,DEVICE1.FBU_LD.PROG1.X3KY0B,,,"<LD>,(DEVICE1,FBU_LD,PROG1):452:(1,1060),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY0B,,(0:0),1170,0,0,"
DEVICE1.FBU_LD.PROG1.H323A,DEVICE1.FBU_LD.PROG1.X3KY3A,,,"<LD>,(DEVICE1,FBU_LD,PROG1):461:(1,1078),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY3A,,(0:0),1188,0,0,"
DEVICE1.FBU_LD.PROG1.X3KY3E,DEVICE1.FBU_LD.PROG1.YOBE1PBS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1468:(1,3311),READING FROM,,DEVICE1.FBU_LD.PROG1.YOBE1PBS,,(0:0),3845,0,0,"
DEVICE1.FBU_LD.PROG1.H3248,DEVICE1.FBU_LD.PROG1.X3KY48,,,"<LD>,(DEVICE1,FBU_LD,PROG1):474:(1,1116),READING FROM,,DEVICE1.FBU_LD.PROG1.X3KY48,,(0:0),1226,0,0,"
DEVICE1.FBU_LD.PROG1.YZPVIP,DEVICE1.FBU_LD.PROG1.X008_7,,,"<LD>,(DEVICE1,FBU_LD,PROG1):487:(1,1152),READING FROM,,DEVICE1.FBU_LD.PROG1.X008_7,,(0:0),1268,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YZPVIP,,,"<LD>,(DEVICE1,FBU_LD,PROG1):486:(2,1150),READING FROM,,DEVICE1.FBU_LD.PROG1.YZPVIP,,(0:0),1266,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YMPIT1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):496:(2,1170),READING FROM,,DEVICE1.FBU_LD.PROG1.YMPIT1,,(0:0),1295,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YSTSY2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):507:(2,1193),READING FROM,,DEVICE1.FBU_LD.PROG1.YSTSY2,,(0:0),1327,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YBLSPY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):509:(2,1197),READING FROM,,DEVICE1.FBU_LD.PROG1.YBLSPY,,(0:0),1332,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YBLSTT,,,"<LD>,(DEVICE1,FBU_LD,PROG1):515:(2,1209),READING FROM,,DEVICE1.FBU_LD.PROG1.YBLSTT,,(0:0),1349,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YBLNTC,,,"<LD>,(DEVICE1,FBU_LD,PROG1):523:(2,1225),READING FROM,,DEVICE1.FBU_LD.PROG1.YBLNTC,,(0:0),1372,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YZPYY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):529:(2,1237),READING FROM,,DEVICE1.FBU_LD.PROG1.YZPYY,,(0:0),1389,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YSTSRS,,,"<LD>,(DEVICE1,FBU_LD,PROG1):531:(2,1241),READING FROM,,DEVICE1.FBU_LD.PROG1.YSTSRS,,(0:0),1394,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YSTSPY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):533:(2,1245),READING FROM,,DEVICE1.FBU_LD.PROG1.YSTSPY,,(0:0),1399,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YSTT1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):535:(2,1249),READING FROM,,DEVICE1.FBU_LD.PROG1.YSTT1,,(0:0),1404,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YSTT2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):537:(2,1253),READING FROM,,DEVICE1.FBU_LD.PROG1.YSTT2,,(0:0),1409,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YZRRYBYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):805:(2,1825),READING FROM,,DEVICE1.FBU_LD.PROG1.YZRRYBYTM,,(0:0),2056,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YTREVBYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):807:(2,1829),READING FROM,,DEVICE1.FBU_LD.PROG1.YTREVBYTM,,(0:0),2061,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YRASOTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):809:(2,1833),READING FROM,,DEVICE1.FBU_LD.PROG1.YRASOTM,,(0:0),2066,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YZTREVTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):811:(2,1837),READING FROM,,DEVICE1.FBU_LD.PROG1.YZTREVTM,,(0:0),2071,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVRASOTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):813:(2,1841),READING FROM,,DEVICE1.FBU_LD.PROG1.YVRASOTM,,(0:0),2076,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPASOTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):815:(2,1845),READING FROM,,DEVICE1.FBU_LD.PROG1.YPASOTM,,(0:0),2081,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YASONTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):817:(2,1849),READING FROM,,DEVICE1.FBU_LD.PROG1.YASONTM,,(0:0),2086,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YROBIVKTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):819:(2,1853),READING FROM,,DEVICE1.FBU_LD.PROG1.YROBIVKTM,,(0:0),2091,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVBIVKTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):821:(2,1857),READING FROM,,DEVICE1.FBU_LD.PROG1.YVBIVKTM,,(0:0),2096,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YZPSASOTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):823:(2,1861),READING FROM,,DEVICE1.FBU_LD.PROG1.YZPSASOTM,,(0:0),2101,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YTRRYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):825:(2,1865),READING FROM,,DEVICE1.FBU_LD.PROG1.YTRRYTM,,(0:0),2106,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YTTREVTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):827:(2,1869),READING FROM,,DEVICE1.FBU_LD.PROG1.YTTREVTM,,(0:0),2111,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YONBYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):829:(2,1873),READING FROM,,DEVICE1.FBU_LD.PROG1.YONBYTM,,(0:0),2116,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YBLRRYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):831:(2,1877),READING FROM,,DEVICE1.FBU_LD.PROG1.YBLRRYTM,,(0:0),2121,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YRBLONTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):833:(2,1881),READING FROM,,DEVICE1.FBU_LD.PROG1.YRBLONTM,,(0:0),2126,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YRRYBYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):835:(2,1885),READING FROM,,DEVICE1.FBU_LD.PROG1.YRRYBYTM,,(0:0),2131,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.Y1P1_2TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):837:(2,1889),READING FROM,,DEVICE1.FBU_LD.PROG1.Y1P1_2TM,,(0:0),2136,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.Y2P1_2TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):839:(2,1893),READING FROM,,DEVICE1.FBU_LD.PROG1.Y2P1_2TM,,(0:0),2141,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.Y3P1_2TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):841:(2,1897),READING FROM,,DEVICE1.FBU_LD.PROG1.Y3P1_2TM,,(0:0),2146,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVNAHTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):843:(2,1901),READING FROM,,DEVICE1.FBU_LD.PROG1.YVNAHTM,,(0:0),2151,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVNKYTM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):845:(2,1905),READING FROM,,DEVICE1.FBU_LD.PROG1.YVNKYTM,,(0:0),2156,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVWR_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1016:(2,2269),READING FROM,,DEVICE1.FBU_LD.PROG1.YVWR_TM,,(0:0),2632,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPP1_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1018:(2,2273),READING FROM,,DEVICE1.FBU_LD.PROG1.YPP1_TM,,(0:0),2637,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPP2_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1020:(2,2277),READING FROM,,DEVICE1.FBU_LD.PROG1.YPP2_TM,,(0:0),2642,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPW2BS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1022:(2,2281),READING FROM,,DEVICE1.FBU_LD.PROG1.YPW2BS_TM,,(0:0),2647,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPW4BS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1024:(2,2285),READING FROM,,DEVICE1.FBU_LD.PROG1.YPW4BS_TM,,(0:0),2652,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YKYBXP1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1252:(2,2864),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYBXP1,,(0:0),3330,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YKYBXP2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1254:(2,2868),READING FROM,,DEVICE1.FBU_LD.PROG1.YKYBXP2,,(0:0),3335,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YKY12BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1256:(2,2872),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY12BSD,,(0:0),3340,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YKY34BSD,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1258:(2,2876),READING FROM,,DEVICE1.FBU_LD.PROG1.YKY34BSD,,(0:0),3345,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1260:(2,2880),READING FROM,,DEVICE1.FBU_LD.PROG1.YVD5,,(0:0),3350,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1262:(2,2884),READING FROM,,DEVICE1.FBU_LD.PROG1.YVD6,,(0:0),3355,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDND5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1264:(2,2888),READING FROM,,DEVICE1.FBU_LD.PROG1.YDND5,,(0:0),3360,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPND5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1266:(2,2892),READING FROM,,DEVICE1.FBU_LD.PROG1.YPND5,,(0:0),3365,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDND6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1268:(2,2896),READING FROM,,DEVICE1.FBU_LD.PROG1.YDND6,,(0:0),3370,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPND6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1270:(2,2900),READING FROM,,DEVICE1.FBU_LD.PROG1.YPND6,,(0:0),3375,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YBLDO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1272:(2,2904),READING FROM,,DEVICE1.FBU_LD.PROG1.YBLDO,,(0:0),3380,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YOPDO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1274:(2,2908),READING FROM,,DEVICE1.FBU_LD.PROG1.YOPDO,,(0:0),3385,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1276:(2,2912),READING FROM,,DEVICE1.FBU_LD.PROG1.YVD1,,(0:0),3390,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1278:(2,2916),READING FROM,,DEVICE1.FBU_LD.PROG1.YVD2,,(0:0),3395,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDND1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1280:(2,2920),READING FROM,,DEVICE1.FBU_LD.PROG1.YDND1,,(0:0),3400,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPND1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1282:(2,2924),READING FROM,,DEVICE1.FBU_LD.PROG1.YPND1,,(0:0),3405,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDND2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1284:(2,2928),READING FROM,,DEVICE1.FBU_LD.PROG1.YDND2,,(0:0),3410,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPND2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1286:(2,2932),READING FROM,,DEVICE1.FBU_LD.PROG1.YPND2,,(0:0),3415,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YNPROJ,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1288:(2,2936),READING FROM,,DEVICE1.FBU_LD.PROG1.YNPROJ,,(0:0),3420,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YKPROJ,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1290:(2,2940),READING FROM,,DEVICE1.FBU_LD.PROG1.YKPROJ,,(0:0),3425,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1292:(2,2944),READING FROM,,DEVICE1.FBU_LD.PROG1.YVD3,,(0:0),3430,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1294:(2,2948),READING FROM,,DEVICE1.FBU_LD.PROG1.YVD4,,(0:0),3435,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDND3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1296:(2,2952),READING FROM,,DEVICE1.FBU_LD.PROG1.YDND3,,(0:0),3440,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPND3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1298:(2,2956),READING FROM,,DEVICE1.FBU_LD.PROG1.YPND3,,(0:0),3445,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDND4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1300:(2,2960),READING FROM,,DEVICE1.FBU_LD.PROG1.YDND4,,(0:0),3450,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YPND4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1302:(2,2964),READING FROM,,DEVICE1.FBU_LD.PROG1.YPND4,,(0:0),3455,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVPODG,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1304:(2,2968),READING FROM,,DEVICE1.FBU_LD.PROG1.YVPODG,,(0:0),3460,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YGOTDO,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1306:(2,2972),READING FROM,,DEVICE1.FBU_LD.PROG1.YGOTDO,,(0:0),3465,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVKLD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1310:(2,2982),READING FROM,,DEVICE1.FBU_LD.PROG1.YVKLD1,,(0:0),3476,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVKLD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1312:(2,2986),READING FROM,,DEVICE1.FBU_LD.PROG1.YVKLD2,,(0:0),3481,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVKLD3,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1314:(2,2990),READING FROM,,DEVICE1.FBU_LD.PROG1.YVKLD3,,(0:0),3486,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVKLD4,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1316:(2,2994),READING FROM,,DEVICE1.FBU_LD.PROG1.YVKLD4,,(0:0),3491,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVKLD5,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1318:(2,2998),READING FROM,,DEVICE1.FBU_LD.PROG1.YVKLD5,,(0:0),3496,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVKLD6,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1320:(2,3002),READING FROM,,DEVICE1.FBU_LD.PROG1.YVKLD6,,(0:0),3501,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YNVIPD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1322:(2,3006),READING FROM,,DEVICE1.FBU_LD.PROG1.YNVIPD1,,(0:0),3506,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YNVIPD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1324:(2,3010),READING FROM,,DEVICE1.FBU_LD.PROG1.YNVIPD2,,(0:0),3511,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVIPD1,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1326:(2,3014),READING FROM,,DEVICE1.FBU_LD.PROG1.YVIPD1,,(0:0),3516,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YVIPD2,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1328:(2,3018),READING FROM,,DEVICE1.FBU_LD.PROG1.YVIPD2,,(0:0),3521,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YRDNS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1540:(2,3455),READING FROM,,DEVICE1.FBU_LD.PROG1.YRDNS_TM,,(0:0),4013,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDNS1_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1542:(2,3459),READING FROM,,DEVICE1.FBU_LD.PROG1.YDNS1_TM,,(0:0),4018,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YDNS2_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1544:(2,3463),READING FROM,,DEVICE1.FBU_LD.PROG1.YDNS2_TM,,(0:0),4023,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YGK1_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1546:(2,3467),READING FROM,,DEVICE1.FBU_LD.PROG1.YGK1_TM,,(0:0),4028,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YGK2_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1548:(2,3471),READING FROM,,DEVICE1.FBU_LD.PROG1.YGK2_TM,,(0:0),4033,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YGK3_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1550:(2,3475),READING FROM,,DEVICE1.FBU_LD.PROG1.YGK3_TM,,(0:0),4038,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YRXBIS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1552:(2,3479),READING FROM,,DEVICE1.FBU_LD.PROG1.YRXBIS_TM,,(0:0),4043,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YRYBIS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1554:(2,3483),READING FROM,,DEVICE1.FBU_LD.PROG1.YRYBIS_TM,,(0:0),4048,0,0,"
DEVICE1.FBU_LD.PROG1.XTM,DEVICE1.FBU_LD.PROG1.YRZBIS_TM,,,"<LD>,(DEVICE1,FBU_LD,PROG1):1556:(2,3487),READING FROM,,DEVICE1.FBU_LD.PROG1.YRZBIS_TM,,(0:0),4053,0,0,"
DEVICE1.FBU_LD.PROG1.X012_20,DEVICE1.FBU_LD.PROG1.XBLVKL,,,"<LD>,(DEVICE1,FBU_LD,PROG1):603:(1,1391),READING FROM,,DEVICE1.FBU_LD.PROG1.XBLVKL,,(0:0),1569,0,0,"
DEVICE1.FBU_LD.PROG1.X014_6,DEVICE1.FBU_LD.PROG1.XONKY,,,"<LD>,(DEVICE1,FBU_LD,PROG1):621:(1,1438),READING FROM,,DEVICE1.FBU_LD.PROG1.XONKY,,(0:0),1617,0,0,"
DEVICE1.FBU_LD.PROG1.YMNN27,DEVICE1.FBU_LD.PROG1.X014_18,,,"<LD>,(DEVICE1,FBU_LD,PROG1):632:(1,1460),READING FROM,,DEVICE1.FBU_LD.PROG1.X014_18,,(0:0),1643,0,0,"
DEVICE1.FBU_LD.PROG1.YMNN27,DEVICE1.FBU_LD.PROG1.X014_19,,,"<LD>,(DEVICE1,FBU_LD,PROG1):633:(1,1462),READING FROM,,DEVICE1.FBU_LD.PROG1.X014_19,,(0:0),1645,0,0,"
